# Time Pop_0 Pop_1 Pop_2 Pop_3 Pop_4 Pop_5 Pop_6 Pop_7 Pop_8 Pop_9 Pop_10 Pop_11 Pop_12 Pop_13 Pop_14
158.0 0.242430 0.358045 0.043865 0.042978 0.013934 0.017943 0.047573 0.061527 0.039868 0.012666 0.086616 0.007605 0.008723 0.003007 0.013221
159.0 0.235265 0.361187 0.044833 0.041617 0.014521 0.018564 0.047637 0.062338 0.040537 0.013462 0.087259 0.007701 0.008605 0.003059 0.013416
160.0 0.228637 0.363568 0.045780 0.040416 0.015120 0.019151 0.047726 0.063214 0.041152 0.014269 0.087921 0.007811 0.008473 0.003118 0.013646
161.0 0.222568 0.365168 0.046697 0.039375 0.015730 0.019700 0.047840 0.064158 0.041716 0.015081 0.088610 0.007936 0.008328 0.003183 0.013910
162.0 0.217076 0.365973 0.047577 0.038495 0.016355 0.020207 0.047975 0.065171 0.042234 0.015890 0.089333 0.008081 0.008169 0.003257 0.014207
163.0 0.212174 0.365977 0.048412 0.037772 0.016995 0.020667 0.048129 0.066257 0.042708 0.016686 0.090101 0.008252 0.007997 0.003340 0.014533
164.0 0.207872 0.365180 0.049202 0.037200 0.017648 0.021079 0.048293 0.067420 0.043132 0.017464 0.090926 0.008452 0.007813 0.003431 0.014888
165.0 0.204177 0.363594 0.049944 0.036770 0.018305 0.021441 0.048461 0.068665 0.043501 0.018218 0.091819 0.008685 0.007620 0.003528 0.015272
166.0 0.201089 0.361239 0.050640 0.036470 0.018956 0.021750 0.048627 0.069993 0.043809 0.018944 0.092787 0.008954 0.007421 0.003628 0.015692
167.0 0.198602 0.358144 0.051287 0.036286 0.019592 0.022005 0.048786 0.071403 0.044057 0.019637 0.093838 0.009261 0.007219 0.003727 0.016153
168.0 0.196706 0.354344 0.051880 0.036201 0.020209 0.022202 0.048934 0.072899 0.044247 0.020290 0.094983 0.009610 0.007016 0.003825 0.016655
169.0 0.195390 0.349876 0.052411 0.036195 0.020806 0.022336 0.049060 0.074484 0.044389 0.020893 0.096231 0.010005 0.006813 0.003920 0.017191
170.0 0.194641 0.344779 0.052877 0.036249 0.021383 0.022406 0.049155 0.076162 0.044489 0.021433 0.097597 0.010451 0.006611 0.004012 0.017755
